dataset,size,algorithm,milliseconds
reversed,21300,merge_sort,0.476073
reversed,21300,merge_insertion_t15,0.366099
reversed,21400,merge_sort,0.477618
reversed,21400,merge_insertion_t15,0.366569
reversed,21500,merge_sort,0.485871
reversed,21500,merge_insertion_t15,0.375839
reversed,21600,merge_sort,0.490505
reversed,21600,merge_insertion_t15,0.381417
reversed,21700,merge_sort,0.470157
reversed,21700,merge_insertion_t15,0.369524
reversed,21800,merge_sort,0.482853
reversed,21800,merge_insertion_t15,0.371421
reversed,21900,merge_sort,0.48149
reversed,21900,merge_insertion_t15,0.39937
reversed,22000,merge_sort,0.482633
reversed,22000,merge_insertion_t15,0.428745
reversed,22100,merge_sort,0.474936
reversed,22100,merge_insertion_t15,0.393931
reversed,22200,merge_sort,0.47978
reversed,22200,merge_insertion_t15,0.391577
reversed,22300,merge_sort,0.479327
reversed,22300,merge_insertion_t15,0.382665
reversed,22400,merge_sort,0.524453
reversed,22400,merge_insertion_t15,0.383621
reversed,22500,merge_sort,0.510467
reversed,22500,merge_insertion_t15,0.382528
reversed,22600,merge_sort,0.495559
reversed,22600,merge_insertion_t15,0.3837
reversed,22700,merge_sort,0.490685
reversed,22700,merge_insertion_t15,0.405711
reversed,22800,merge_sort,0.490067
reversed,22800,merge_insertion_t15,0.431272
reversed,22900,merge_sort,0.494107
reversed,22900,merge_insertion_t15,0.438391
reversed,23000,merge_sort,0.494606
reversed,23000,merge_insertion_t15,0.394344
reversed,23100,merge_sort,0.511546
reversed,23100,merge_insertion_t15,0.395383
reversed,23200,merge_sort,0.514245
reversed,23200,merge_insertion_t15,0.422101
reversed,23300,merge_sort,0.515427
reversed,23300,merge_insertion_t15,0.420866
reversed,23400,merge_sort,0.515
reversed,23400,merge_insertion_t15,0.403198
reversed,23500,merge_sort,0.51792
reversed,23500,merge_insertion_t15,0.403004
reversed,23600,merge_sort,0.507341
reversed,23600,merge_insertion_t15,0.418508
reversed,23700,merge_sort,0.531403
reversed,23700,merge_insertion_t15,0.426199
reversed,23800,merge_sort,0.571875
reversed,23800,merge_insertion_t15,0.486538
reversed,23900,merge_sort,0.593197
reversed,23900,merge_insertion_t15,0.496603
reversed,24000,merge_sort,0.586621
reversed,24000,merge_insertion_t15,0.523004
reversed,24100,merge_sort,0.592471
reversed,24100,merge_insertion_t15,0.510983
reversed,24200,merge_sort,0.555536
reversed,24200,merge_insertion_t15,0.499947
reversed,24300,merge_sort,0.544523
reversed,24300,merge_insertion_t15,0.433496
reversed,24400,merge_sort,0.549964
reversed,24400,merge_insertion_t15,0.437587
reversed,24500,merge_sort,0.547584
reversed,24500,merge_insertion_t15,0.444808
reversed,24600,merge_sort,0.532448
reversed,24600,merge_insertion_t15,0.435892
reversed,24700,merge_sort,0.532894
reversed,24700,merge_insertion_t15,0.425796
reversed,24800,merge_sort,0.571799
reversed,24800,merge_insertion_t15,0.430519
reversed,24900,merge_sort,0.576403
reversed,24900,merge_insertion_t15,0.435843
reversed,25000,merge_sort,0.55696
reversed,25000,merge_insertion_t15,0.439651
reversed,25100,merge_sort,0.560567
reversed,25100,merge_insertion_t15,0.441504
reversed,25200,merge_sort,0.598215
reversed,25200,merge_insertion_t15,0.447792
reversed,25300,merge_sort,0.592526
reversed,25300,merge_insertion_t15,0.448679
reversed,25400,merge_sort,0.567156
reversed,25400,merge_insertion_t15,0.449318
reversed,25500,merge_sort,0.56393
reversed,25500,merge_insertion_t15,0.449001
reversed,25600,merge_sort,0.584425
reversed,25600,merge_insertion_t15,0.443697
reversed,25700,merge_sort,0.594751
reversed,25700,merge_insertion_t15,0.450537
reversed,25800,merge_sort,0.571908
reversed,25800,merge_insertion_t15,0.451755
reversed,25900,merge_sort,0.575971
reversed,25900,merge_insertion_t15,0.454895
reversed,26000,merge_sort,0.6036
reversed,26000,merge_insertion_t15,0.509635
reversed,26100,merge_sort,0.920194
reversed,26100,merge_insertion_t15,0.841823
reversed,26200,merge_sort,1.20389
reversed,26200,merge_insertion_t15,0.965002
reversed,26300,merge_sort,1.16976
reversed,26300,merge_insertion_t15,0.951413
reversed,26400,merge_sort,1.21027
reversed,26400,merge_insertion_t15,0.978147
reversed,26500,merge_sort,1.18035
reversed,26500,merge_insertion_t15,0.852334
reversed,26600,merge_sort,1.09672
reversed,26600,merge_insertion_t15,0.982624
reversed,26700,merge_sort,1.1832
reversed,26700,merge_insertion_t15,0.974545
reversed,26800,merge_sort,1.2291
reversed,26800,merge_insertion_t15,0.780279
reversed,26900,merge_sort,0.630195
reversed,26900,merge_insertion_t15,0.488686
reversed,27000,merge_sort,0.630734
reversed,27000,merge_insertion_t15,0.523192
reversed,27100,merge_sort,0.582729
reversed,27100,merge_insertion_t15,0.533195
reversed,27200,merge_sort,0.588124
reversed,27200,merge_insertion_t15,0.520948
reversed,27300,merge_sort,0.591632
reversed,27300,merge_insertion_t15,0.518132
reversed,27400,merge_sort,0.619596
reversed,27400,merge_insertion_t15,0.527742
reversed,27500,merge_sort,0.626356
reversed,27500,merge_insertion_t15,0.514754
reversed,27600,merge_sort,0.610936
reversed,27600,merge_insertion_t15,0.503931
reversed,27700,merge_sort,0.608171
reversed,27700,merge_insertion_t15,0.615549
reversed,27800,merge_sort,0.651935
reversed,27800,merge_insertion_t15,0.52768
reversed,27900,merge_sort,0.632453
reversed,27900,merge_insertion_t15,0.493331
reversed,28000,merge_sort,0.632661
reversed,28000,merge_insertion_t15,0.510482
reversed,28100,merge_sort,0.654645
reversed,28100,merge_insertion_t15,0.527801
reversed,28200,merge_sort,0.623635
reversed,28200,merge_insertion_t15,0.513184
reversed,28300,merge_sort,0.632764
reversed,28300,merge_insertion_t15,0.534158
reversed,28400,merge_sort,0.64001
reversed,28400,merge_insertion_t15,0.533688
reversed,28500,merge_sort,0.637523
reversed,28500,merge_insertion_t15,0.554974
reversed,28600,merge_sort,0.618037
reversed,28600,merge_insertion_t15,0.528388
reversed,28700,merge_sort,0.660754
reversed,28700,merge_insertion_t15,0.535904
reversed,28800,merge_sort,0.653629
reversed,28800,merge_insertion_t15,0.536772
reversed,28900,merge_sort,0.688147
reversed,28900,merge_insertion_t15,0.61241
reversed,29000,merge_sort,0.724434
reversed,29000,merge_insertion_t15,0.568331
reversed,29100,merge_sort,0.642956
reversed,29100,merge_insertion_t15,0.573534
reversed,29200,merge_sort,0.644769
reversed,29200,merge_insertion_t15,0.542656
reversed,29300,merge_sort,0.678176
reversed,29300,merge_insertion_t15,0.531635
reversed,29400,merge_sort,0.698874
reversed,29400,merge_insertion_t15,0.59201
reversed,29500,merge_sort,0.696155
reversed,29500,merge_insertion_t15,0.536305
reversed,29600,merge_sort,0.687944
reversed,29600,merge_insertion_t15,0.571536
reversed,29700,merge_sort,0.677863
reversed,29700,merge_insertion_t15,0.560811
reversed,29800,merge_sort,0.824961
reversed,29800,merge_insertion_t15,0.608041
reversed,29900,merge_sort,0.685569
reversed,29900,merge_insertion_t15,0.553428
reversed,30000,merge_sort,0.72149
reversed,30000,merge_insertion_t15,0.586595
reversed,30100,merge_sort,0.709497
reversed,30100,merge_insertion_t15,0.575719
reversed,30200,merge_sort,0.666947
reversed,30200,merge_insertion_t15,0.569827
reversed,30300,merge_sort,0.745358
reversed,30300,merge_insertion_t15,0.553484
reversed,30400,merge_sort,0.71445
reversed,30400,merge_insertion_t15,0.555283
reversed,30500,merge_sort,0.686125
reversed,30500,merge_insertion_t15,0.57717
reversed,30600,merge_sort,0.696269
reversed,30600,merge_insertion_t15,0.57546
reversed,30700,merge_sort,0.688007
reversed,30700,merge_insertion_t15,0.580338
reversed,30800,merge_sort,0.70256
reversed,30800,merge_insertion_t15,0.551198
reversed,30900,merge_sort,0.729043
reversed,30900,merge_insertion_t15,0.556818
reversed,31000,merge_sort,0.739634
reversed,31000,merge_insertion_t15,0.6151
reversed,31100,merge_sort,0.699157
reversed,31100,merge_insertion_t15,0.639461
reversed,31200,merge_sort,0.797577
reversed,31200,merge_insertion_t15,0.555656
reversed,31300,merge_sort,0.702157
reversed,31300,merge_insertion_t15,0.560095
reversed,31400,merge_sort,0.694763
reversed,31400,merge_insertion_t15,0.56566
reversed,31500,merge_sort,0.714526
reversed,31500,merge_insertion_t15,0.561324
reversed,31600,merge_sort,0.72087
reversed,31600,merge_insertion_t15,0.565986
reversed,31700,merge_sort,0.691212
reversed,31700,merge_insertion_t15,0.560116
reversed,31800,merge_sort,0.712769
reversed,31800,merge_insertion_t15,0.59093
reversed,31900,merge_sort,0.712818
reversed,31900,merge_insertion_t15,0.602341
reversed,32000,merge_sort,0.729118
reversed,32000,merge_insertion_t15,0.605814
reversed,32100,merge_sort,0.762541
reversed,32100,merge_insertion_t15,0.568807
reversed,32200,merge_sort,0.762795
reversed,32200,merge_insertion_t15,0.604813
reversed,32300,merge_sort,0.711943
reversed,32300,merge_insertion_t15,0.611535
reversed,32400,merge_sort,0.891759
reversed,32400,merge_insertion_t15,0.953892
reversed,32500,merge_sort,0.920097
reversed,32500,merge_insertion_t15,0.602063
reversed,32600,merge_sort,0.722453
reversed,32600,merge_insertion_t15,0.608561
reversed,32700,merge_sort,0.747001
reversed,32700,merge_insertion_t15,0.629598
reversed,32800,merge_sort,0.738906
reversed,32800,merge_insertion_t15,0.60885
reversed,32900,merge_sort,0.773327
reversed,32900,merge_insertion_t15,0.611464
reversed,33000,merge_sort,0.789204
reversed,33000,merge_insertion_t15,0.594195
reversed,33100,merge_sort,0.75802
reversed,33100,merge_insertion_t15,0.620297
reversed,33200,merge_sort,0.756686
reversed,33200,merge_insertion_t15,0.605315
reversed,33300,merge_sort,0.810322
reversed,33300,merge_insertion_t15,0.593003
reversed,33400,merge_sort,1.26469
reversed,33400,merge_insertion_t15,0.594859
reversed,33500,merge_sort,0.812375
reversed,33500,merge_insertion_t15,0.591582
reversed,33600,merge_sort,0.75918
reversed,33600,merge_insertion_t15,0.605556
reversed,33700,merge_sort,0.744987
reversed,33700,merge_insertion_t15,0.627772
reversed,33800,merge_sort,0.773394
reversed,33800,merge_insertion_t15,0.586776
reversed,33900,merge_sort,0.771895
reversed,33900,merge_insertion_t15,0.600844
reversed,34000,merge_sort,0.750564
reversed,34000,merge_insertion_t15,0.631762
reversed,34100,merge_sort,0.906926
reversed,34100,merge_insertion_t15,0.613852
reversed,34200,merge_sort,0.785494
reversed,34200,merge_insertion_t15,0.645017
reversed,34300,merge_sort,0.794364
reversed,34300,merge_insertion_t15,0.62954
reversed,34400,merge_sort,0.802034
reversed,34400,merge_insertion_t15,0.625011
reversed,34500,merge_sort,0.947675
reversed,34500,merge_insertion_t15,0.63802
reversed,34600,merge_sort,0.839333
reversed,34600,merge_insertion_t15,0.612254
reversed,34700,merge_sort,0.787091
reversed,34700,merge_insertion_t15,0.613402
reversed,34800,merge_sort,0.767256
reversed,34800,merge_insertion_t15,0.636004
reversed,34900,merge_sort,0.830557
reversed,34900,merge_insertion_t15,0.597695
reversed,35000,merge_sort,0.792341
reversed,35000,merge_insertion_t15,0.62075
reversed,35100,merge_sort,0.782347
reversed,35100,merge_insertion_t15,0.726122
reversed,35200,merge_sort,0.847974
reversed,35200,merge_insertion_t15,0.663866
reversed,35300,merge_sort,0.808719
reversed,35300,merge_insertion_t15,0.621398
reversed,35400,merge_sort,0.832564
reversed,35400,merge_insertion_t15,0.627969
reversed,35500,merge_sort,0.815178
reversed,35500,merge_insertion_t15,0.610444
reversed,35600,merge_sort,0.840123
reversed,35600,merge_insertion_t15,0.657701
reversed,35700,merge_sort,0.811855
reversed,35700,merge_insertion_t15,0.740299
reversed,35800,merge_sort,0.816896
reversed,35800,merge_insertion_t15,1.03627
reversed,35900,merge_sort,0.862705
reversed,35900,merge_insertion_t15,0.653319
reversed,36000,merge_sort,0.807022
reversed,36000,merge_insertion_t15,0.634318
reversed,36100,merge_sort,0.824128
reversed,36100,merge_insertion_t15,0.647459
reversed,36200,merge_sort,0.828961
reversed,36200,merge_insertion_t15,0.654456
reversed,36300,merge_sort,0.834773
reversed,36300,merge_insertion_t15,0.647071
reversed,36400,merge_sort,0.853759
reversed,36400,merge_insertion_t15,0.629646
reversed,36500,merge_sort,0.850381
reversed,36500,merge_insertion_t15,0.648522
reversed,36600,merge_sort,0.870903
reversed,36600,merge_insertion_t15,0.737794
reversed,36700,merge_sort,0.88394
reversed,36700,merge_insertion_t15,0.671628
reversed,36800,merge_sort,0.840527
reversed,36800,merge_insertion_t15,0.646662
reversed,36900,merge_sort,0.869915
reversed,36900,merge_insertion_t15,0.695425
reversed,37000,merge_sort,0.857542
reversed,37000,merge_insertion_t15,0.715431
reversed,37100,merge_sort,0.843971
reversed,37100,merge_insertion_t15,0.674794
reversed,37200,merge_sort,0.865205
reversed,37200,merge_insertion_t15,0.674557
reversed,37300,merge_sort,0.866075
reversed,37300,merge_insertion_t15,0.664176
reversed,37400,merge_sort,0.83066
reversed,37400,merge_insertion_t15,0.693236
reversed,37500,merge_sort,0.902163
reversed,37500,merge_insertion_t15,0.649817
reversed,37600,merge_sort,0.907665
reversed,37600,merge_insertion_t15,0.665644
reversed,37700,merge_sort,0.87419
reversed,37700,merge_insertion_t15,0.666704
reversed,37800,merge_sort,0.957797
reversed,37800,merge_insertion_t15,0.654564
reversed,37900,merge_sort,0.84833
reversed,37900,merge_insertion_t15,0.69646
reversed,38000,merge_sort,0.917184
reversed,38000,merge_insertion_t15,0.755707
reversed,38100,merge_sort,0.863964
reversed,38100,merge_insertion_t15,0.66036
reversed,38200,merge_sort,0.878122
reversed,38200,merge_insertion_t15,0.682613
reversed,38300,merge_sort,0.85603
reversed,38300,merge_insertion_t15,0.689692
reversed,38400,merge_sort,0.894835
reversed,38400,merge_insertion_t15,0.697736
reversed,38500,merge_sort,0.889341
reversed,38500,merge_insertion_t15,0.691887
reversed,38600,merge_sort,0.935583
reversed,38600,merge_insertion_t15,0.672038
reversed,38700,merge_sort,0.900463
reversed,38700,merge_insertion_t15,0.708562
reversed,38800,merge_sort,0.889445
reversed,38800,merge_insertion_t15,0.691802
reversed,38900,merge_sort,0.879328
reversed,38900,merge_insertion_t15,0.714395
reversed,39000,merge_sort,0.898401
reversed,39000,merge_insertion_t15,0.686133
reversed,39100,merge_sort,0.968124
reversed,39100,merge_insertion_t15,0.684138
reversed,39200,merge_sort,0.944504
reversed,39200,merge_insertion_t15,0.70853
reversed,39300,merge_sort,0.885153
reversed,39300,merge_insertion_t15,0.706109
reversed,39400,merge_sort,0.945657
reversed,39400,merge_insertion_t15,0.704021
reversed,39500,merge_sort,1.00321
reversed,39500,merge_insertion_t15,0.822416
reversed,39600,merge_sort,0.969944
reversed,39600,merge_insertion_t15,0.735205
reversed,39700,merge_sort,0.928794
reversed,39700,merge_insertion_t15,0.701188
reversed,39800,merge_sort,0.934554
reversed,39800,merge_insertion_t15,0.94098
reversed,39900,merge_sort,0.995816
reversed,39900,merge_insertion_t15,0.749773
reversed,40000,merge_sort,1.07157
reversed,40000,merge_insertion_t15,0.780913
reversed,40100,merge_sort,0.932491
reversed,40100,merge_insertion_t15,0.708437
reversed,40200,merge_sort,0.929258
reversed,40200,merge_insertion_t15,0.716079
reversed,40300,merge_sort,0.947104
reversed,40300,merge_insertion_t15,0.736868
reversed,40400,merge_sort,1.10979
reversed,40400,merge_insertion_t15,0.703755
reversed,40500,merge_sort,0.938257
reversed,40500,merge_insertion_t15,0.741922
reversed,40600,merge_sort,0.95887
reversed,40600,merge_insertion_t15,0.757449
reversed,40700,merge_sort,0.977723
reversed,40700,merge_insertion_t15,0.731563
reversed,40800,merge_sort,1.02223
reversed,40800,merge_insertion_t15,0.768077
reversed,40900,merge_sort,0.939633
reversed,40900,merge_insertion_t15,0.775726
reversed,41000,merge_sort,0.954033
reversed,41000,merge_insertion_t15,0.768815
reversed,41100,merge_sort,0.932132
reversed,41100,merge_insertion_t15,0.758338
reversed,41200,merge_sort,0.931335
reversed,41200,merge_insertion_t15,0.764638
reversed,41300,merge_sort,0.952124
reversed,41300,merge_insertion_t15,0.768366
reversed,41400,merge_sort,0.980968
reversed,41400,merge_insertion_t15,0.822037
reversed,41500,merge_sort,0.980349
reversed,41500,merge_insertion_t15,0.794417
reversed,41600,merge_sort,0.946501
reversed,41600,merge_insertion_t15,0.775957
reversed,41700,merge_sort,1.01148
reversed,41700,merge_insertion_t15,0.82918
reversed,41800,merge_sort,0.9464
reversed,41800,merge_insertion_t15,0.735422
reversed,41900,merge_sort,0.988384
reversed,41900,merge_insertion_t15,0.742306
reversed,42000,merge_sort,0.949342
reversed,42000,merge_insertion_t15,0.744705
reversed,42100,merge_sort,0.995189
reversed,42100,merge_insertion_t15,0.817367
reversed,42200,merge_sort,0.971487
reversed,42200,merge_insertion_t15,0.787305
reversed,42300,merge_sort,0.983417
reversed,42300,merge_insertion_t15,0.818725
reversed,42400,merge_sort,1.01024
reversed,42400,merge_insertion_t15,0.794344
reversed,42500,merge_sort,0.966758
reversed,42500,merge_insertion_t15,0.777887
reversed,42600,merge_sort,0.980542
reversed,42600,merge_insertion_t15,0.811142
reversed,42700,merge_sort,1.01816
reversed,42700,merge_insertion_t15,0.797203
reversed,42800,merge_sort,1.0449
reversed,42800,merge_insertion_t15,0.786345
reversed,42900,merge_sort,0.994151
reversed,42900,merge_insertion_t15,0.750181
reversed,43000,merge_sort,0.995709
reversed,43000,merge_insertion_t15,0.75746
reversed,43100,merge_sort,0.978818
reversed,43100,merge_insertion_t15,0.763045
reversed,43200,merge_sort,0.988602
reversed,43200,merge_insertion_t15,0.77869
reversed,43300,merge_sort,0.991819
reversed,43300,merge_insertion_t15,0.754116
reversed,43400,merge_sort,0.982773
reversed,43400,merge_insertion_t15,0.777149
reversed,43500,merge_sort,1.01979
reversed,43500,merge_insertion_t15,0.817811
reversed,43600,merge_sort,0.985901
reversed,43600,merge_insertion_t15,0.808879
reversed,43700,merge_sort,1.07743
reversed,43700,merge_insertion_t15,0.860623
reversed,43800,merge_sort,1.03025
reversed,43800,merge_insertion_t15,0.776416
reversed,43900,merge_sort,1.08491
reversed,43900,merge_insertion_t15,0.819528
reversed,44000,merge_sort,1.01108
reversed,44000,merge_insertion_t15,0.790772
reversed,44100,merge_sort,1.04336
reversed,44100,merge_insertion_t15,0.827447
reversed,44200,merge_sort,1.01539
reversed,44200,merge_insertion_t15,0.769471
reversed,44300,merge_sort,1.05431
reversed,44300,merge_insertion_t15,0.877379
reversed,44400,merge_sort,1.03322
reversed,44400,merge_insertion_t15,0.793841
reversed,44500,merge_sort,1.0326
reversed,44500,merge_insertion_t15,0.808932
reversed,44600,merge_sort,1.00617
reversed,44600,merge_insertion_t15,0.7848
reversed,44700,merge_sort,1.01333
reversed,44700,merge_insertion_t15,0.848075
reversed,44800,merge_sort,1.08567
reversed,44800,merge_insertion_t15,0.823601
